Name,"Screen name","Twitter ID",Location,Biography,"Created date",Followers,Following,Tweets,Favorites,Website,"Time zone",Geo-enabled,Verified,Language,Protected,"Profile image URL"
⚡️,Puhurian,"ID 1231232386035277824",🇫🇮," ","Sat Feb 22 15:01:01 +0000 2020",235,89,788,2704,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1586262622315364352/yoEqbl1E_normal.jpg
Rico,judeodeadlift,"ID 1401188540189495298","Breezewood, Ultima Segmentum"," Friends always welcome
Foes cursed forever","Sat Jun 05 14:46:04 +0000 2021",188,565,1889,15780,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1557529433455607809/2fRKIN_I_normal.jpg
Tuor,Hidden_Kingdom7,"ID 1599979264224501760",," The lower must submit to the higher","Tue Dec 06 04:09:42 +0000 2022",15,162,351,864,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1600220268521299968/tiVkeJ6J_normal.jpg
BizkitBrah,eeredfghhh,"ID 1060262296428122112",," Cool story bro","Wed Nov 07 20:06:44 +0000 2018",280,760,7726,30370,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608345470912315392/VK1URHYu_normal.jpg
"Bill Burrbank",NightMoves2020,"ID 1475491191336714244",," first to finish, last to start","Mon Dec 27 15:38:24 +0000 2021",163,1061,1702,10654,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1596584301067489281/rjFByLIS_normal.jpg
TChristöpher,T_Christopher_,"ID 751459632963391488",," ","Fri Jul 08 16:55:12 +0000 2016",61,630,2355,21507,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1250636290225127425/LEdFUoeh_normal.jpg
damnloll,daIVInlmao,"ID 1445543468848140288",USA," Good time!","Wed Oct 06 00:17:13 +0000 2021",8,606,21,1480,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1445546980936065033/-s5wTgtq_normal.jpg
gd0,gd0PremiumVerum,"ID 1332032465632980993",," ","Thu Nov 26 18:46:34 +0000 2020",2,372,0,5,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1332371931044179970/6HO8kJr5_normal.jpg
BasedGeorgio,BasedGeorgio,"ID 1473794155927126016",," ","Wed Dec 22 23:14:55 +0000 2021",42,472,91,250,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1501096022470127617/XevnFDkO_normal.jpg
Zuckerbot,Zuccerboy,"ID 1484251664064331780",," Marks finsta","Thu Jan 20 19:49:16 +0000 2022",39,878,1,71592,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1484251887125860357/koukhvgV_normal.jpg
GoodGrug,GrugGood,"ID 1468388736853774341",," ","Wed Dec 08 01:15:51 +0000 2021",0,344,0,109,,,Disabled,"Not verified",,Protected,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Na’avi Pepe",EhrenundSieg,"ID 1600248209351270436",," ","Tue Dec 06 21:58:07 +0000 2022",44,102,464,426,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1600248553238061063/reywAzRf_normal.jpg
punishedgnoll⚓,punishedgnoll,"ID 1471492798348075012",," https://t.co/nPakmqv23c Anglican. Punished. Unbothered. Moisturized. Happy. In My Lane. Focused. Flourishing.","Thu Dec 16 14:50:31 +0000 2021",139,416,245,63,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1613186492586680322/uolnN2jp_normal.jpg
"PhilsGoodman 🇺🇸",MuhHeidigger,"ID 1475534856",," ","Sat Jun 01 19:57:50 +0000 2013",1009,1056,70834,270939,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596202916788027395/HggZm7f7_normal.jpg
"The FSB",theFSB_RU,"ID 946864621608161280","Москва, Россия"," Official parody account of the FSB 😎","Fri Dec 29 22:04:52 +0000 2017",578,264,50,26991,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/946888272562806785/0lKfuGVY_normal.jpg
"Bob Sesch",BobSesch,"ID 1589617253485404160",," ","Mon Nov 07 13:54:32 +0000 2022",36,511,658,2404,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1589617638279258112/dacrpxZU_normal.jpg
jesse,jesse778088932,"ID 1583960126037303297",," ","Sat Oct 22 23:15:07 +0000 2022",10,437,0,8,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Arno Breker Appreciator",nordlanddiv11,"ID 1481347846435704833","Occupied USA"," Rage against the dying of the light","Wed Jan 12 19:30:41 +0000 2022",187,853,9,115,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1481736067833372680/M6dB9FW4_normal.jpg
wizard,korboIko,"ID 1597207168587120642",," 2️⃣1️⃣","Mon Nov 28 12:34:31 +0000 2022",129,175,160,3220,https://t.me/Okzident,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1604286023533461507/QdrUWNQh_normal.jpg
"John George V.",JG12022,"ID 1357854386702196739",," ","Sat Feb 06 00:51:39 +0000 2021",10,651,0,458,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1430926929264267267/VbU4T1bo_normal.jpg
.,poop_salesman,"ID 1303841676386021377",," ","Wed Sep 09 23:44:30 +0000 2020",0,446,0,2694,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1394915634610376704/c2bVcg_S_normal.jpg
"Miguel Francis",Miguel_Francis_,"ID 749770281871298560",Merica," Pronouns: Re/Tard, Au/Tist.
Pure Blood, Super Straight.","Mon Jul 04 01:02:20 +0000 2016",136,1962,428,40980,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1495870171260588039/Yo-Nvmnr_normal.jpg
"Internet explorer trollface",1300PlagueDoc,"ID 1311771371526074368","Twitter.com "," Follow if your basement dweller.Block = bro wtf? why you blocking me i what do to you bro?","Thu Oct 01 20:54:11 +0000 2020",1633,1127,36437,40822,https://spongebobsmokingweed.com/,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1600546631312703488/qx89I1KI_normal.jpg
Abel,VolcelHorse,"ID 4720438175",," God's lost philosopher.
Twilight Sparkle appreciator.","Wed Jan 06 02:18:39 +0000 2016",17,506,548,7459,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1542639717946114049/r5qFLpjw_normal.jpg
"K L V",holy_ball3r,"ID 4809543600",," 🌲 🌲 🌲 🌲","Sun Jan 24 23:15:23 +0000 2016",155,357,9748,107597,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1064330855110316032/7nQtvr2b_normal.jpg
"Lucas Webber",LucasADWebber,"ID 551601164",," Great Power Politics and Transnational Militant Movements. Co-founder/Editor @MilitantWire. Analysis at @eurasianet, @JamestownTweets, @Diplomat_APAC","Thu Apr 12 05:50:14 +0000 2012",9113,6407,32782,54662,http://militantwire.com,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1604175683718189057/bJdUNuug_normal.jpg
"Mysterious Ronin",MysteriousRonin,"ID 1056007002982440961",," ","Sat Oct 27 02:17:43 +0000 2018",5,65,29,170,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1056008079316340736/udLbTH2n_normal.jpg
"White Othello",z3lleren,"ID 1582992508237365249",," fethers","Thu Oct 20 07:10:19 +0000 2022",39,429,40,1032,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1582995858429190144/TiZikVkk_normal.jpg
"🎄'Merry' Christhomas 🎄",altaccounthaver,"ID 1560839893613436928",," Jacob Urowsky professor of having my account restricted by Twitter. Santa’s strongest helper","Sat Aug 20 04:03:31 +0000 2022",47,303,1319,8314,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1603869232327974929/cMUJJL40_normal.jpg
"Teša Tešanović",TeshaTeshanovic,"ID 420374974",," Journalist, podcaster and blockchain enthusiast","Thu Nov 24 15:00:02 +0000 2011",19705,4053,1130,60811,,,Enabled,Verified,,"Not protected",https://pbs.twimg.com/profile_images/999287761965268992/_pxupF7a_normal.jpg
"Fedor Stomakhin",fedorstomakhin,"ID 763640330",Estonia," ","Fri Aug 17 12:40:28 +0000 2012",331,1304,1421,55285,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/983105691924815872/xCK7DLCJ_normal.jpg
Upierczi,mkultraweeb,"ID 1572453639129632769","Austin, TX"," 24 M | Banned again lol | It’s all so tiring | 🇺🇸🇵🇭","Wed Sep 21 05:12:26 +0000 2022",11,659,679,4566,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1572453917866205184/CQpuMJwy_normal.jpg
@Anglo-Saxon,anglosaxon1989,"ID 1504685139917524997",," Pan-European, from the Anglo-Sphere to Europe. ꑭ","Fri Mar 18 05:04:37 +0000 2022",311,1873,3165,13275,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1504982769499267073/7ekNZs1g_normal.jpg
"John Doe",JohnDoe98270103,"ID 1472971638627049475",," Remember: There's a difference between understanding your father is a bad example to follow and living to spite him.
Spanish has gender, you have issues.","Mon Dec 20 16:46:37 +0000 2021",78,316,3738,49223,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1472971711779909637/rvh0xKo__normal.jpg
BookRespecter,Book_Respecter,"ID 1589375522496253953",," Book lover","Sun Nov 06 21:53:58 +0000 2022",13,116,20,536,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1589376269749288961/PdGsQVly_normal.jpg
"Eastern Infantry",EasternInfantry,"ID 1381299822171410434","Arsakia, Parthia"," I am literally Eastern Infantry from Rome: Total War (2004)","Sun Apr 11 17:35:24 +0000 2021",46,160,39,33305,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1381300232626012165/O6KJx2RF_normal.jpg
Basedderelict,basedderelict,"ID 1596162876401672192",Rhodesia," Face tats are ratchet","Fri Nov 25 15:24:30 +0000 2022",25,1194,276,2466,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1596163246725234689/6JY0cueL_normal.jpg
"Sloborán Mínob",grugpilled,"ID 1297150723117940736",," there is no god but Allah","Sat Aug 22 12:36:58 +0000 2020",9,450,49,757,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1592583204849975297/X9ub2Qhf_normal.jpg
Argie,Argentino5de5,"ID 890734700393902083","Buenos Aires, Argentina"," ","Fri Jul 28 00:44:36 +0000 2017",155,1844,2387,8768,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1428831886357549060/M96exLeF_normal.jpg
anon,JohnBel83108632,"ID 1545530111256141829",," ","Fri Jul 08 22:08:06 +0000 2022",36,729,24,100,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1545530189773512704/xI8ua4uP_normal.png
"Circus Clown",muhdernity,"ID 1244641651529641985",," mad online","Mon Mar 30 15:05:58 +0000 2020",210,1000,3367,39360,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1525461446531788800/RtNTUUTT_normal.jpg
"Suddenly Engineer",SuddenEngineer,"ID 758606576","Illinois, USA"," This is my private account. All opinions / posts / likes / retweets do not represent the views of my employer.","Wed Aug 15 05:00:20 +0000 2012",60,705,8888,182468,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1483933011376754694/9iSZlIbQ_normal.jpg
ᴡᴇϟ,offtheraiIs,"ID 232731795",," ","Sat Jan 01 03:40:38 +0000 2011",5083,2096,35342,111967,,,Enabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1611914532191887366/Cjnd5KDV_normal.jpg
"Paul Knee",BulletproofACL,"ID 1355899781613297665","South Carolina, USA"," On A Journey To Aquire Bulletproof Knees","Sun Jan 31 15:25:55 +0000 2021",229,4703,2347,15696,,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1359879872500350979/hpqJxsDc_normal.jpg
dogu,dogu_alp33,"ID 1212744393553113088",," dogu#5011 feel free to add me in discord","Thu Jan 02 14:36:27 +0000 2020",243,3774,116,6964,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1347881165903048704/TlLkCeOY_normal.jpg
RecordTimeFogWalker,NEETdrangheta99,"ID 1427601647950344192","Kungliga Hufvudstaden"," Andlig borgare","Tue Aug 17 12:02:30 +0000 2021",195,317,1948,9917,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1614330081698086912/azSvjDLe_normal.jpg
Themistokov,STVerkhovensky,"ID 784096769147867136","Logical Space"," friendly to bellies in the long term","Thu Oct 06 18:23:32 +0000 2016",30,966,388,10763,https://www.gutenberg.org/files/5740/5740-pdf.pdf,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/797289728269844484/Iq8fKtmp_normal.jpg
HyperrealSchizo,HyperrealSchizo,"ID 1469760472987615242",," I lurk","Sat Dec 11 20:06:36 +0000 2021",50,627,203,4882,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1469763870348693507/okLuy6Sw_normal.jpg
Snacks🇨🇱復讐,1S777n_ac_ks33,"ID 1594678869562339328",," primal brah'ed
vrillpilled
#antarctica dreamin'
5amblastininsanity
Harambe Foundation CEO
באתי להשמיד אותך","Mon Nov 21 13:07:45 +0000 2022",678,2642,8027,7573,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608599166929846274/IK9i3fDx_normal.jpg
Placeholder,_Plac3_hold3r,"ID 1338139873375641602",," Come, follow me, and leave the world to its ramblings","Sun Dec 13 15:13:12 +0000 2020",237,1614,20830,84385,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1338182298869620738/ZSuSAkFE_normal.jpg
Goo,BronyRepublican,"ID 1411073460072239109","The South"," Electrical Engineering Student | 5'4
☕🐓","Fri Jul 02 21:25:12 +0000 2021",1652,740,2327,7355,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1595684316218101760/xM2IBg4q_normal.jpg
Gavril,Gabi_cum14,"ID 1424058121027297289",," ","Sat Aug 07 17:21:37 +0000 2021",14,565,21,197,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
"Simon Rottweiler",elanvitallboy,"ID 1565818786489442305",," Bergsonian Right / DeMaistrean Left. Kantian Sublator. Chestertonian materialist. Cause/effect referee.  Math projector.  Lapsed Jesuit.  John 1:1,5 (TYN).","Fri Sep 02 21:48:19 +0000 2022",6,238,57,164,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Joseph,Joseph933036921,"ID 1461587366670311427",," ","Fri Nov 19 06:50:02 +0000 2021",0,481,0,1,,,Disabled,"Not verified",,Protected,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Gotti,Gotti_Enjoyer,"ID 1511085929997512704",," ","Mon Apr 04 21:01:00 +0000 2022",91,1465,179,97434,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1512060394780594184/QpLS5kqL_normal.jpg
"Alex 🌿",LooseSutures,"ID 1542912153690296320","European Vegas"," chillin","Fri Jul 01 16:45:12 +0000 2022",29,471,265,13437,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1608242153729265666/SLcrJ9aF_normal.jpg
Melmen,Civilsnow,"ID 2920500200",," ","Sat Dec 06 10:18:51 +0000 2014",16,361,4,4205,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/826036485841248257/waqASBJ5_normal.jpg
Chuck,sperglocc,"ID 1367613750308577282",," AJAB","Thu Mar 04 23:11:55 +0000 2021",137,868,6081,102648,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1432534458805149702/QPBmbOGm_normal.jpg
"mordin solusposting",realmordinsolus,"ID 1456830302572122116",," cyber bully","Sat Nov 06 03:46:43 +0000 2021",328,1044,3115,47615,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593033622864420866/W2VM2FCx_normal.jpg
"Dyo Lives",MihailMarinov9,"ID 1486889687717404674",," ","Fri Jan 28 02:31:54 +0000 2022",3,146,7,215,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1537241756340736006/v45Y-aIG_normal.jpg
Alice,Whothefis19,"ID 1489359121040097283",Wonderland," Nonsense & chaos","Thu Feb 03 22:04:29 +0000 2022",59,929,344,2780,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1544499920761024513/29Qc77bK_normal.jpg
Alexander,AlexanderL935,"ID 727339653490171906","Corona, CA"," ","Tue May 03 03:31:01 +0000 2016",28,362,180,720,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1431858950752845830/05aNLhng_normal.jpg
Noeyedear,Bee89Ben,"ID 1521610488844587009",," no idea","Tue May 03 22:00:19 +0000 2022",83,2073,1348,1047,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1589715037249224705/Gr6RG5Mf_normal.jpg
Huuko,HuukoPaikka,"ID 1009245721277628417",Sweden," i mostly just","Wed Jun 20 01:25:05 +0000 2018",29,932,1595,5256,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1340255829128327173/52h9UnKO_normal.jpg
"Agartha Publishing",AgarthaB00ks,"ID 1429964893638246403","Turkestan "," Republished rare books: https://t.co/uRIVdQudEb","Tue Aug 24 00:33:02 +0000 2021",3090,124,1738,2095,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1616293433781395460/CHAFFgeH_normal.jpg
†,racistcowpoke,"ID 1585805083224186881",," ","Fri Oct 28 01:26:17 +0000 2022",30,81,574,2126,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1601406494699814912/CLzidf4P_normal.jpg
"Punished Dorf: A Sperg Denied Her Homeland",punished_dorf,"ID 1488572012377354240","Woods of Sweden"," Woman pursued by glowwies","Tue Feb 01 17:57:08 +0000 2022",855,484,17447,28231,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1488572238945267715/NCZ-dnKm_normal.jpg
"Mr Poop",Teddypoopy,"ID 779372066889928704",Heaven," Ephesians 1:3
Blessed be the God and Father of our Lord Jesus Christ, who has blessed us with every spiritual blessing in the heavenly places in Christ.","Fri Sep 23 17:29:15 +0000 2016",24,341,1109,7593,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1610970920750927875/Nv8PGheQ_normal.jpg
ch👁nee,nflation,"ID 1466687652573638656",," ","Fri Dec 03 08:36:16 +0000 2021",0,3219,0,0,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1566026449437753345/DlPZAPXa_normal.jpg
"Steve Park 🧃🌲🔥⚡⚡⛈️⛈️",itsBenLaden18,"ID 1590936487767547904",," ALL w*men are PAEDOPHILES

Fakecel 

Total shitbull death 🧃🌲🔥⚡⚡⛈️⛈️
https://t.co/OfZ1RjdwTS","Fri Nov 11 05:16:53 +0000 2022",55,578,2075,5870,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1592149952851054592/LXuWbXm6_normal.jpg
jan,JonneEST,"ID 850749141173010434",," :)","Sat Apr 08 16:36:16 +0000 2017",24,211,9,59007,http://steamcommunity.com/id/derjonne,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1033750231882584064/9BuoEvkk_normal.jpg
"Ulfric the Alchemist",UlfricU,"ID 1389161854321238016",," Rascal 

Town troubadour, handsome rake, and acclaimed portal summoner","Mon May 03 10:16:18 +0000 2021",25,541,12,1313,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1390369508058189827/tSYl59rY_normal.jpg
"Andres N Galeano",AndresNGaleano1,"ID 1402489268975640578",," ","Wed Jun 09 04:55:13 +0000 2021",46,2719,0,16,,,Disabled,"Not verified",,"Not protected",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Råge,EvilGoblini,"ID 1477748506664181762",PDX," Here for the culture.","Sun Jan 02 21:08:20 +0000 2022",34,1059,12,1789,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1528766606960054273/KxNYAxLq_normal.jpg
"Tyler Miles Davenport",TylerMilesDave1,"ID 1493536890393448452",," ","Tue Feb 15 10:45:27 +0000 2022",15,1142,2,13,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1579726878730063872/zFG2CJWN_normal.jpg
Dino88bot69,dino88bot69,"ID 1587534731540938756",Hell," #legaliseNuclearBombs","Tue Nov 01 19:59:21 +0000 2022",67,489,559,3449,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1587535977022619664/hzjgHlWi_normal.jpg
"Joe 🎃",JosephFTTJ,"ID 165005677",," ","Sat Jul 10 09:38:45 +0000 2010",52,424,57,135516,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1568270047751344134/ojRDwzuS_normal.jpg
Martingale,gearzimodo,"ID 235019138",," ","Fri Jan 07 04:20:51 +0000 2011",109,266,1394,9566,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1131468043291439105/0Z-GLFvn_normal.jpg
askfj,askfj15,"ID 1569800791481012225",," ","Tue Sep 13 21:31:04 +0000 2022",12,332,3279,12572,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1569804201726820353/oSD_chEz_normal.jpg
QWERTY,QWERTY02070973,"ID 1264744618568093696",," ","Mon May 25 02:26:39 +0000 2020",64,1616,5,1562,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1310090910408019968/8HWEONlD_normal.jpg
Sheen,Schmunget,"ID 1366357788004343816",," :)","Mon Mar 01 12:03:35 +0000 2021",22,424,174,83652,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1601256251324784640/ANmQTR0U_normal.jpg
"☦️Nihilist ⛪ REX ✝️des ⚔️Wunder🌲Land🛡",HaouYagami873,"ID 1429804339074420744",🍾🥂🍦TheMirrorVers🚬🍶🎩," Poltergeist von BoxPandoricus PL9887XXL Champagne Centrist * Haou_Elf","Mon Aug 23 13:55:13 +0000 2021",287,2316,4257,2259,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1621302920317632512/aRAYDr7N_normal.jpg
.,SmitheMeGod,"ID 3398597643",," ","Sat Aug 01 12:15:04 +0000 2015",9,559,1,3724,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1232695016423919616/z_bN4BvQ_normal.jpg
"Getzler (PWAM)",getzi19,"ID 1060667774324883461",," Stehe zu deiner Stärke, im Gegensatz zu deiner Schwäche ist sie eine Tugend.","Thu Nov 08 22:57:58 +0000 2018",222,340,455,84856,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1301622459083485189/OmhbJvF1_normal.jpg
"Cum Division🇺🇸",astolfosneed,"ID 1597705721076158464","Washington, USA"," ","Tue Nov 29 21:35:25 +0000 2022",313,2711,3054,24503,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1602055911350374400/gKd7ESYP_normal.jpg
copperking,TomSilvaFan,"ID 1594378743807614984",," ","Sun Nov 20 17:15:03 +0000 2022",20,192,123,1548,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1594391281077207044/S4bos-VU_normal.jpg
CB,CMlanta,"ID 903396624449331200",Timbuktu," I'm not special.","Thu Aug 31 23:18:34 +0000 2017",41,4706,1537,5650,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/919907162465251328/DoVzQQ0H_normal.jpg
"Muerde-próstatas Mk.II",JohnSmi07514516,"ID 1575937140038434845","Detras de ti."," ¡Mis enemigos gritarán cuando mis afilados colmillos se encajen en su próstata!","Fri Sep 30 19:54:42 +0000 2022",31,290,550,3614,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1575945682111823882/Y3RmOW6c_normal.jpg
"Aesthetic Death 🥀⚔️",phathommmmm,"ID 3523340837","The Sun"," Deus Ex Aesthetica","Wed Sep 02 12:48:46 +0000 2015",38,3192,9,43824,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1234272555378335744/s_jlx08-_normal.jpg
point_hurt,jtidsfriend,"ID 1376611280929316870","Route Pack 6"," TKD","Mon Mar 29 19:04:50 +0000 2021",2060,1289,9027,48763,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1620497627602198574/QSyBMuxV_normal.jpg
"Imozonian, even",littlegoydidlys,"ID 1587286623057739776",," slave machine","Tue Nov 01 03:33:26 +0000 2022",187,255,1575,13728,,,Disabled,"Not verified",,Protected,https://pbs.twimg.com/profile_images/1588391116759515136/ocfOWNvc_normal.jpg
"🐝 rkwl🏴󠁧󠁢󠁷󠁬󠁳󠁿",WelshCakeRetrd,"ID 776752709953257472",," ✝️👑🇬🇧//📈📉🌳⚒//retard","Fri Sep 16 12:00:52 +0000 2016",152,823,2540,45569,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1582115129579159559/jNZcSG7Z_normal.jpg
JDBTaylor,jdb_taylor,"ID 1348474083588022272","In the Zone"," Inactivist. Banalyst. Illiterati. Euthanasia Consultant to the Stars. Smug Life 4EVR.","Mon Jan 11 03:37:49 +0000 2021",165,1023,2383,2070,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1368625660168564737/gEJyG91D_normal.jpg
JulienSorel,JulienS51992656,"ID 1225497052211286016",," ","Thu Feb 06 19:11:09 +0000 2020",10,365,0,4098,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1225498686655995909/tZ9htEW3_normal.jpg
"12 Years A Jamaican",TheHoustonAstro,"ID 191998996",," V% USAF/OIF VETERAN IQ:40:TESTED  https://t.co/zEFE3iXV3G","Fri Sep 17 22:38:23 +0000 2010",3798,4994,364717,127411,http://thehoustonastro.tumblr.com,,Enabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1605103340848906241/bnOwsX9J_normal.jpg
BigIQ32,big_iq32,"ID 1434293011991519241",," mem","Sat Sep 04 23:11:29 +0000 2021",3,1597,1,12070,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1434293065724809216/TfNOtUtN_normal.png
Cezer,sneedzer,"ID 1565720736106438659",," witch girls love me","Fri Sep 02 15:18:17 +0000 2022",21,177,5,4923,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1593356165697650697/lHd4Eqjp_normal.jpg
iThrowStones🪨,ithrowstones,"ID 1570462846139641858","Golden Ghetto"," lets do crime","Thu Sep 15 17:21:46 +0000 2022",1085,1643,31730,36671,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1612712624327917568/BXQ7v7Tn_normal.jpg
shsuhsbsb,ehshhsheije,"ID 1534428149777301504",," ","Wed Jun 08 06:52:43 +0000 2022",84,3336,1,108,,,Disabled,"Not verified",,"Not protected",https://pbs.twimg.com/profile_images/1534428192500498432/XQKHb3qT_normal.png
